34.24849467,108.8945288
34.24848933,108.894535
34.248484,108.8945408
34.24847867,108.8945462
34.24847283,108.8945513
34.24846717,108.8945567
34.24846117,108.8945618
34.24845617,108.8945682
34.24845133,108.8945747
34.24844633,108.8945805
34.248441,108.894586
34.2484355,108.8945918
34.24842983,108.8945975
34.24842417,108.8946028
34.24841867,108.8946088
34.24841333,108.8946148
34.24840817,108.894621
34.24840317,108.8946277
34.24839783,108.8946338
34.24839233,108.8946393
34.2483865,108.8946448
34.24838033,108.8946495
34.248374,108.8946538
34.24836717,108.8946568
34.24836017,108.8946592
34.24835317,108.8946615
34.24834617,108.8946637
34.24833883,108.8946657
34.24833167,108.8946675
34.2483245,108.894669
34.2483175,108.8946707
34.24831017,108.8946717
34.24830317,108.8946723
34.2482965,108.8946745
34.24828967,108.8946768
34.24828283,108.8946788
34.24827617,108.89468
34.24826933,108.8946813
34.2482625,108.8946825
34.2482555,108.8946838
34.24824867,108.8946852
34.24824183,108.8946858
34.248235,108.894686
34.24822783,108.8946863
34.24822083,108.8946858
34.248214,108.8946853
34.24820683,108.8946838
34.24819983,108.8946818
34.24819317,108.8946795
34.24818633,108.8946775
34.2481795,108.8946752
34.24817283,108.8946723
34.24816633,108.8946688
34.24815967,108.894666
34.248153,108.8946628
34.24814633,108.89466
